predictions,timestamps
0.5133218169212341,09:02:51
0.5996531844139099,09:03:01
0.5545315742492676,09:03:11
0.1893206238746643,09:03:21
0.0617215596139431,09:03:31
0.04713747650384903,09:03:41
0.05169763043522835,09:03:51
0.07273439317941666,09:04:01
0.07615857571363449,09:04:11
0.06868524849414825,09:04:21
0.12497743219137192,09:04:31
0.2392243891954422,09:04:41
0.4835036098957062,09:04:51
0.7145561575889587,09:05:01
0.6898523569107056,09:05:11
0.6258747577667236,09:05:21
0.5458266139030457,09:05:31
0.25302690267562866,09:05:41
0.16328537464141846,09:05:51
0.13807392120361328,09:06:01
0.14889660477638245,09:06:11
0.20490747690200806,09:06:21
0.3134496212005615,09:06:31
0.3608086109161377,09:06:41
0.3312622010707855,09:06:51
0.21217554807662964,09:07:01
0.07926446944475174,09:07:11
0.03520522639155388,09:07:21
0.0456819050014019,09:07:31
0.10440833121538162,09:07:41
0.21638205647468567,09:07:51
0.39450204372406006,09:08:01
0.5752057433128357,09:08:11
0.5289350152015686,09:08:21
0.6149003505706787,09:08:31
0.5679755210876465,09:08:41
0.4987228512763977,09:08:51
0.3053380846977234,09:09:01
0.2738264501094818,09:09:11
0.22324585914611816,09:09:21
0.32123807072639465,09:09:31
0.4197252094745636,09:09:41
0.5176365971565247,09:09:51
0.5982029438018799,09:10:01
0.5180577039718628,09:10:11
0.39618173241615295,09:10:21
0.22804582118988037,09:10:31
0.15256693959236145,09:10:41
0.11585238575935364,09:10:51
0.09930093586444855,09:11:01
0.13110113143920898,09:11:11
0.17603524029254913,09:11:21
0.15864348411560059,09:11:31
0.1577351838350296,09:11:41
0.2649446725845337,09:11:51
0.3625858426094055,09:12:01
0.34053969383239746,09:12:11
0.29557204246520996,09:12:21
0.29714682698249817,09:12:31
0.24384240806102753,09:12:41
0.1585107296705246,09:12:51
0.26775652170181274,09:13:01
0.440451979637146,09:13:11
0.5364243388175964,09:13:21
0.5840203166007996,09:13:31
0.6312906742095947,09:13:41
0.6409719586372375,09:13:51
0.49815988540649414,09:14:01
0.5518394708633423,09:14:11
0.3951614797115326,09:14:21
0.3259337842464447,09:14:31
0.3765309154987335,09:14:41
0.54112708568573,09:14:51
0.3873554468154907,09:15:01
0.449031800031662,09:15:11
0.2665789723396301,09:15:21
0.1507718861103058,09:15:31
0.10226701200008392,09:15:41
0.182485431432724,09:15:51
0.338445246219635,09:16:01
0.5453340411186218,09:16:11
0.5358994007110596,09:16:21
0.5787028670310974,09:16:31
0.5567950010299683,09:16:41
0.4821954667568207,09:16:51
0.5695832967758179,09:17:01
0.6446744203567505,09:17:11
0.681149423122406,09:17:21
0.6438863277435303,09:17:31
0.5038121342658997,09:17:41
0.29528847336769104,09:17:51
0.12389345467090607,09:18:01
0.12091684341430664,09:18:11
0.19487184286117554,09:18:21
0.3879668414592743,09:18:31
0.5154894590377808,09:18:41
0.5718297958374023,09:18:51
0.5690596699714661,09:19:01
0.36257103085517883,09:19:11
0.3173208236694336,09:19:21
0.19807183742523193,09:19:31
0.27128323912620544,09:19:41
0.3327779769897461,09:19:51
0.27183181047439575,09:20:01
0.1936914026737213,09:20:11
0.26436975598335266,09:20:21
0.3301860988140106,09:20:31
0.49360930919647217,09:20:41
0.5565606355667114,09:20:51
0.5668256282806396,09:21:01
0.5572240352630615,09:21:11
0.3874303102493286,09:21:21
0.24219214916229248,09:21:31
0.3434475064277649,09:21:41
0.2984457015991211,09:21:51
0.25992727279663086,09:22:01
0.21537283062934875,09:22:11
0.1778685599565506,09:22:21
0.21572162210941315,09:22:31
0.26445868611335754,09:22:41
0.4143405258655548,09:22:51
0.5723094344139099,09:23:01
0.5534064769744873,09:23:11
0.4355871081352234,09:23:21
0.4222276210784912,09:23:31
0.2973635196685791,09:23:41
0.0991632491350174,09:23:51
0.06724793463945389,09:24:01
0.05656220018863678,09:24:11
0.040301963686943054,09:24:21
0.11401548236608505,09:24:31
0.32748183608055115,09:24:41
0.5175508856773376,09:24:51
0.5437660813331604,09:25:01
0.6474619507789612,09:25:11
0.4608254134654999,09:25:21
0.3040710985660553,09:25:31
0.2695305645465851,09:25:41
0.14847160875797272,09:25:51
0.09816726297140121,09:26:01
0.13836511969566345,09:26:11
0.1375342607498169,09:26:21
0.20009517669677734,09:26:31
0.22658762335777283,09:26:41
0.22210007905960083,09:26:51
0.1702357530593872,09:27:01
0.22269144654273987,09:27:11
0.20173683762550354,09:27:21
0.2584267258644104,09:27:31
0.21571603417396545,09:27:41
0.15621930360794067,09:27:51
0.17557068169116974,09:28:01
0.2646278142929077,09:28:11
0.4769851565361023,09:28:21
0.6525881886482239,09:28:31
0.6704031825065613,09:28:41
0.6347580552101135,09:28:51
0.6338800191879272,09:29:01
0.6235827207565308,09:29:11
0.516304075717926,09:29:21
0.31247827410697937,09:29:31
0.2567976117134094,09:29:41
0.35560208559036255,09:29:51
0.4304337203502655,09:30:01
0.39597946405410767,09:30:11
0.3232003450393677,09:30:21
0.17971058189868927,09:30:31
0.0930248349905014,09:30:41
0.08363685011863708,09:30:51
0.1315651386976242,09:31:01
0.1902526468038559,09:31:11
0.268745094537735,09:31:21
0.38972440361976624,09:31:31
0.3628697991371155,09:31:41
0.4681496024131775,09:31:51
0.4706399440765381,09:32:01
0.32800230383872986,09:32:11
0.3703314960002899,09:32:21
0.25958672165870667,09:32:31
0.1817382276058197,09:32:41
0.1483057141304016,09:32:51
0.2168794721364975,09:33:01
0.2937361001968384,09:33:11
0.5207752585411072,09:33:21
0.5757414102554321,09:33:31
0.5571140050888062,09:33:41
0.37788382172584534,09:33:51
0.3719916343688965,09:34:01
0.19604316353797913,09:34:11
0.18165364861488342,09:34:21
0.18418395519256592,09:34:31
0.1207907423377037,09:34:41
0.15743038058280945,09:34:51
0.22316794097423553,09:35:01
0.17758165299892426,09:35:11
0.2731131613254547,09:35:21
0.3732561469078064,09:35:31
0.43604838848114014,09:35:41
0.48805275559425354,09:35:51
0.5213631391525269,09:36:01
0.4553765058517456,09:36:11
0.46223539113998413,09:36:21
0.47949162125587463,09:36:31
0.6214373707771301,09:36:41
0.5471358895301819,09:36:51
0.48465317487716675,09:37:01
0.2918052673339844,09:37:11
0.2629852294921875,09:37:21
0.18192273378372192,09:37:31
0.17613334953784943,09:37:41
0.23203958570957184,09:37:51
0.22770923376083374,09:38:01
0.38276031613349915,09:38:11
0.48444864153862,09:38:21
0.6178401112556458,09:38:31
0.6594060063362122,09:38:41
0.686585009098053,09:38:51
0.686233639717102,09:39:01
0.709606409072876,09:39:11
0.6872283220291138,09:39:21
0.5821662545204163,09:39:31
0.21339836716651917,09:39:41
0.11143218725919724,09:39:51
0.16625234484672546,09:40:01
0.20573166012763977,09:40:11
0.24201710522174835,09:40:21
0.43904197216033936,09:40:31
0.3616766333580017,09:40:41
0.23272840678691864,09:40:51
0.3117810785770416,09:41:01
0.3639237582683563,09:41:11
0.4071856737136841,09:41:21
0.5197924971580505,09:41:31
0.5423768758773804,09:41:41
0.5193065404891968,09:41:51
0.5865565538406372,09:42:01
0.4909576177597046,09:42:11
0.5764600038528442,09:42:21
0.48282426595687866,09:42:31
0.32986342906951904,09:42:41
0.2678462564945221,09:42:51
0.2607782185077667,09:43:01
0.12051911652088165,09:43:11
0.15279729664325714,09:43:21
0.21386101841926575,09:43:31
0.4054809510707855,09:43:41
0.49994778633117676,09:43:51
0.5378865003585815,09:44:01
0.5226935148239136,09:44:11
0.49107879400253296,09:44:21
