predictions,timestamps
0.07368186861276627,09:20:24
0.06893176585435867,09:20:34
0.07337421923875809,09:20:44
0.07096034288406372,09:20:54
0.07026142627000809,09:21:04
0.08009763807058334,09:21:14
0.11093984544277191,09:21:24
0.20092111825942993,09:21:34
0.31250226497650146,09:21:44
0.3283533751964569,09:21:54
0.3274962306022644,09:22:04
0.3694009482860565,09:22:14
0.3356543481349945,09:22:24
0.2854994535446167,09:22:34
0.48335230350494385,09:22:44
0.4948066771030426,09:22:54
0.3951512277126312,09:23:04
0.2673743963241577,09:23:14
0.2894808053970337,09:23:24
0.11940915882587433,09:23:34
0.12546560168266296,09:23:44
0.10894479602575302,09:23:54
0.10095847398042679,09:24:04
0.07256685942411423,09:24:14
0.09994972497224808,09:24:24
0.1352742612361908,09:24:34
0.19824647903442383,09:24:44
0.28459030389785767,09:24:54
0.3664192855358124,09:25:04
0.4388715326786041,09:25:14
0.5049694180488586,09:25:24
0.4930590093135834,09:25:34
0.48922598361968994,09:25:44
0.5241841673851013,09:25:54
0.5850028991699219,09:26:04
0.5951308608055115,09:26:14
0.5726374387741089,09:26:24
0.6464678645133972,09:26:34
0.6166257262229919,09:26:44
0.6350534558296204,09:26:54
0.6453732252120972,09:27:04
0.6794546842575073,09:27:14
0.6741184592247009,09:27:24
0.6560201048851013,09:27:34
0.5825355648994446,09:27:44
0.4679279625415802,09:27:54
0.45682579278945923,09:28:04
0.41816794872283936,09:28:14
0.39382484555244446,09:28:24
0.3952707052230835,09:28:34
0.37876245379447937,09:28:44
0.33515411615371704,09:28:54
0.2924271523952484,09:29:04
0.24579451978206635,09:29:14
0.2904714047908783,09:29:24
0.27248841524124146,09:29:34
0.207078218460083,09:29:44
0.22701048851013184,09:29:54
0.15626786649227142,09:30:04
0.16622206568717957,09:30:14
0.15802600979804993,09:30:24
0.26021748781204224,09:30:34
0.41538435220718384,09:30:44
0.5039892196655273,09:30:54
0.573768138885498,09:31:04
0.6040141582489014,09:31:14
0.6092924475669861,09:31:24
0.6256386637687683,09:31:34
0.5918024182319641,09:31:44
0.577237069606781,09:31:54
0.5973149538040161,09:32:04
0.5847017765045166,09:32:14
0.5518603920936584,09:32:24
0.5649948120117188,09:32:34
0.5583357810974121,09:32:44
0.5518856048583984,09:32:54
0.5790578126907349,09:33:04
0.5880741477012634,09:33:14
0.5682461261749268,09:33:24
0.5534986257553101,09:33:34
0.5702250599861145,09:33:44
0.536263108253479,09:33:54
0.5607889890670776,09:34:04
0.5244659781455994,09:34:14
0.49657195806503296,09:34:24
0.49326565861701965,09:34:34
0.48014700412750244,09:34:44
0.4340616762638092,09:34:54
0.48348501324653625,09:35:04
0.4714062511920929,09:35:14
0.40330958366394043,09:35:24
0.3030499815940857,09:35:34
0.21341122686862946,09:35:44
0.15167568624019623,09:35:54
0.12795592844486237,09:36:04
0.14762088656425476,09:36:14
0.22293104231357574,09:36:24
0.2779218554496765,09:36:34
