predictions,timestamps
0.252645343542099,08:33:01
0.23403888940811157,08:33:11
0.2247658371925354,08:33:21
0.21389149129390717,08:33:31
0.19960083067417145,08:33:41
0.1910952478647232,08:33:51
0.19495204091072083,08:34:01
0.18527497351169586,08:34:11
0.18961076438426971,08:34:21
0.18552637100219727,08:34:31
0.177666574716568,08:34:41
0.17031742632389069,08:34:51
0.17373865842819214,08:35:01
0.1778576523065567,08:35:11
0.17978984117507935,08:35:21
0.195850670337677,08:35:31
0.21995873749256134,08:35:41
0.22920425236225128,08:35:51
0.23138976097106934,08:36:01
0.2086690217256546,08:36:11
0.16826821863651276,08:36:21
0.1675233095884323,08:36:31
0.18335440754890442,08:36:41
0.17257019877433777,08:36:51
0.17960238456726074,08:37:01
0.19998633861541748,08:37:11
0.2406790405511856,08:37:21
0.32462409138679504,08:37:31
0.35402894020080566,08:37:41
0.3438091576099396,08:37:51
0.4223712086677551,08:38:01
0.4309098720550537,08:38:11
0.442288875579834,08:38:21
0.48508086800575256,08:38:31
0.4691999852657318,08:38:41
0.4496116042137146,08:38:51
0.43383440375328064,08:39:01
0.3552834689617157,08:39:11
0.4072277843952179,08:39:21
0.4622628390789032,08:39:31
0.45755821466445923,08:39:41
0.37469178438186646,08:39:51
0.4186062514781952,08:40:01
0.42725688219070435,08:40:11
0.4172724485397339,08:40:21
0.4718632698059082,08:40:31
0.5061926245689392,08:40:41
0.5098008513450623,08:40:51
0.5497761368751526,08:41:01
0.563015341758728,08:41:11
0.5867845416069031,08:41:21
0.453330934047699,08:41:31
0.4537805914878845,08:41:41
0.49959757924079895,08:41:51
0.6400684714317322,08:42:01
0.6766941547393799,08:42:11
0.6764283180236816,08:42:21
0.6370539665222168,08:42:31
0.5859125852584839,08:42:41
0.4895646572113037,08:42:51
0.36103805899620056,08:43:01
0.4469219148159027,08:43:11
0.5260710716247559,08:43:21
0.4688222408294678,08:43:31
0.5197162628173828,08:43:41
0.4701479375362396,08:43:51
0.3417874276638031,08:44:01
0.32776060700416565,08:44:11
0.40118029713630676,08:44:21
0.4287079870700836,08:44:31
0.48618316650390625,08:44:41
0.49438196420669556,08:44:51
0.35679444670677185,08:45:01
0.28592151403427124,08:45:11
0.22934697568416595,08:45:21
0.23832128942012787,08:45:31
0.21010355651378632,08:45:41
0.20768392086029053,08:45:51
0.21588344871997833,08:46:01
0.16692809760570526,08:46:11
0.1727197915315628,08:46:21
0.1633305549621582,08:46:31
0.1622963845729828,08:46:41
0.16377876698970795,08:46:51
0.17013335227966309,08:47:01
0.17389722168445587,08:47:11
0.18079298734664917,08:47:21
0.19589732587337494,08:47:31
0.20243506133556366,08:47:41
0.2217227816581726,08:47:51
0.24753451347351074,08:48:01
0.27763158082962036,08:48:11
0.2071649581193924,08:48:21
0.22313369810581207,08:48:31
0.22688248753547668,08:48:41
0.3019697666168213,08:48:51
0.31993770599365234,08:49:01
0.23241089284420013,08:49:11
0.3197745382785797,08:49:21
0.36668649315834045,08:49:31
0.3819068372249603,08:49:41
0.24841643869876862,08:49:51
0.23004339635372162,08:50:01
0.2255416363477707,08:50:11
0.22759610414505005,08:50:21
0.27505016326904297,08:50:31
0.3707423210144043,08:50:41
0.3955336809158325,08:50:51
0.35329923033714294,08:51:01
0.4473193287849426,08:51:11
0.5658121705055237,08:51:21
0.5410598516464233,08:51:31
0.598588228225708,08:51:41
0.4596027135848999,08:51:51
0.34645453095436096,08:52:01
0.3403362035751343,08:52:11
0.35974451899528503,08:52:21
0.4037529528141022,08:52:31
0.6200750470161438,08:52:41
0.6201468706130981,08:52:51
0.5473635196685791,08:53:01
0.6758424639701843,08:53:11
0.6216630339622498,08:53:21
0.5211431980133057,08:53:31
0.5587698221206665,08:53:41
0.5481431484222412,08:53:51
0.4491514265537262,08:54:01
0.386393666267395,08:54:11
0.42467573285102844,08:54:21
0.39537274837493896,08:54:31
0.40233078598976135,08:54:41
0.40228551626205444,08:54:51
0.40169262886047363,08:55:01
0.47444140911102295,08:55:11
0.5701979994773865,08:55:21
0.4894103407859802,08:55:31
0.5274909138679504,08:55:41
0.5566206574440002,08:55:51
0.5441993474960327,08:56:01
0.5212973952293396,08:56:11
0.6208959817886353,08:56:21
0.6442180275917053,08:56:31
0.6080418229103088,08:56:41
0.5758941769599915,08:56:51
0.5477377772331238,08:57:01
0.4735129773616791,08:57:11
0.506588339805603,08:57:21
0.44360530376434326,08:57:31
0.3574983775615692,08:57:41
0.2777879536151886,08:57:51
0.23614326119422913,08:58:01
0.21817529201507568,08:58:11
0.19625118374824524,08:58:21
0.24113729596138,08:58:31
0.27352479100227356,08:58:41
0.3275826573371887,08:58:51
0.49985983967781067,08:59:01
0.43494871258735657,08:59:11
0.32072997093200684,08:59:21
0.3479936420917511,08:59:31
0.26954883337020874,08:59:41
0.16751961410045624,08:59:51
0.1784430295228958,09:00:01
0.17458251118659973,09:00:11
0.16216447949409485,09:00:21
0.15978355705738068,09:00:31
0.15503115952014923,09:00:41
0.16642986238002777,09:00:51
0.17803621292114258,09:01:01
0.19824574887752533,09:01:11
0.2391938865184784,09:01:21
0.24536468088626862,09:01:31
0.19805766642093658,09:01:41
0.1930130124092102,09:01:51
0.19982515275478363,09:02:01
0.1719825565814972,09:02:11
0.18561245501041412,09:02:21
0.21536913514137268,09:02:31
0.23553618788719177,09:02:41
0.2426391988992691,09:02:51
0.15863531827926636,09:03:01
0.16673237085342407,09:03:11
0.16325776278972626,09:03:21
0.16363447904586792,09:03:31
0.17412269115447998,09:03:41
0.1654963344335556,09:03:51
0.1703939437866211,09:04:01
0.17073336243629456,09:04:11
0.17629633843898773,09:04:21
0.17237456142902374,09:04:31
