predictions,timestamps
0.5441498160362244,09:02:51
0.2669481933116913,09:03:01
0.12127447873353958,09:03:11
0.10863028466701508,09:03:21
0.09124752134084702,09:03:31
0.19481723010540009,09:03:41
0.2099040299654007,09:03:51
0.2756737470626831,09:04:01
0.18071211874485016,09:04:11
0.24376817047595978,09:04:21
0.4163619875907898,09:04:31
0.7714777588844299,09:04:41
0.8167927861213684,09:04:51
0.8349788188934326,09:05:01
0.8412678241729736,09:05:11
0.8010159134864807,09:05:21
0.7664836049079895,09:05:31
0.7345178127288818,09:05:41
0.7875897288322449,09:05:51
0.8058831691741943,09:06:01
0.8121285438537598,09:06:11
0.8092266917228699,09:06:21
0.7964820861816406,09:06:31
0.7793409824371338,09:06:41
0.7683663368225098,09:06:51
0.78204345703125,09:07:01
0.7917267680168152,09:07:11
0.7819815874099731,09:07:21
0.7896764278411865,09:07:31
0.766092836856842,09:07:41
0.7082003951072693,09:07:51
0.6796141266822815,09:08:01
0.7171078324317932,09:08:11
0.714153528213501,09:08:21
0.7624639272689819,09:08:31
0.8182356953620911,09:08:41
0.8199262619018555,09:08:51
0.7992857098579407,09:09:01
0.7802598476409912,09:09:11
0.7784371376037598,09:09:21
0.7724154591560364,09:09:31
0.8099040389060974,09:09:41
0.8254271149635315,09:09:51
0.825990617275238,09:10:01
0.7909885048866272,09:10:11
0.748575747013092,09:10:21
0.6950298547744751,09:10:31
0.7064924836158752,09:10:41
0.7466068267822266,09:10:51
0.770052969455719,09:11:01
0.7876548171043396,09:11:11
0.7974472045898438,09:11:21
0.7971877455711365,09:11:31
0.7943958640098572,09:11:41
0.814685046672821,09:11:51
0.8257719874382019,09:12:01
0.8169165253639221,09:12:11
0.8146975040435791,09:12:21
0.8202387690544128,09:12:31
0.7906073927879333,09:12:41
0.7817692160606384,09:12:51
0.7881492376327515,09:13:01
0.7648228406906128,09:13:11
0.7396246790885925,09:13:21
0.7830154895782471,09:13:31
0.7899761199951172,09:13:41
0.8161185383796692,09:13:51
0.8348398208618164,09:14:01
0.849748432636261,09:14:11
0.8590097427368164,09:14:21
0.844916045665741,09:14:31
0.8146458864212036,09:14:41
0.7612795829772949,09:14:51
0.7387398481369019,09:15:01
0.6812086701393127,09:15:11
0.680426299571991,09:15:21
0.6979758739471436,09:15:31
0.6985710859298706,09:15:41
0.7011493444442749,09:15:51
0.7557071447372437,09:16:01
0.824196994304657,09:16:11
0.8158221244812012,09:16:21
0.7903954982757568,09:16:31
0.7490028738975525,09:16:41
0.7365901470184326,09:16:51
0.743427038192749,09:17:01
0.7922380566596985,09:17:11
0.8459060192108154,09:17:21
0.8269943594932556,09:17:31
0.7910424470901489,09:17:41
0.7487099170684814,09:17:51
0.7251628637313843,09:18:01
0.7081513404846191,09:18:11
0.769140362739563,09:18:21
0.8066507577896118,09:18:31
0.8257129192352295,09:18:41
0.810160756111145,09:18:51
0.8062991499900818,09:19:01
0.7860130667686462,09:19:11
0.7715141177177429,09:19:21
0.772159218788147,09:19:31
0.7917481660842896,09:19:41
0.7434705495834351,09:19:51
0.7237836718559265,09:20:01
0.7338379621505737,09:20:11
0.7848552465438843,09:20:21
0.760418713092804,09:20:31
0.828249454498291,09:20:41
0.8098379969596863,09:20:51
0.8112302422523499,09:21:01
0.7983197569847107,09:21:11
0.8045199513435364,09:21:21
0.7829601168632507,09:21:31
0.7804087400436401,09:21:41
0.7623506188392639,09:21:51
0.7402675747871399,09:22:01
0.7086032032966614,09:22:11
0.6995016932487488,09:22:21
0.7189983129501343,09:22:31
0.7359635233879089,09:22:41
0.7907547354698181,09:22:51
0.8180810213088989,09:23:01
0.8247569799423218,09:23:11
0.8246923089027405,09:23:21
0.8160086274147034,09:23:31
0.7956565022468567,09:23:41
0.7848559617996216,09:23:51
0.7941684722900391,09:24:01
0.8048540949821472,09:24:11
0.8262979984283447,09:24:21
0.8516737222671509,09:24:31
0.8452040553092957,09:24:41
0.8318002223968506,09:24:51
0.8060799241065979,09:25:01
0.7959721684455872,09:25:11
0.7791659235954285,09:25:21
0.756198525428772,09:25:31
0.7274225354194641,09:25:41
0.7404137849807739,09:25:51
0.7324402928352356,09:26:01
0.7694187760353088,09:26:11
0.7772191166877747,09:26:21
0.8083688020706177,09:26:31
0.8064610362052917,09:26:41
0.7838506102561951,09:26:51
